Date,SSE ,rf,pingan,cpic,spd,pre,jf,smg,baosteel,saic,acc,sinopec,gdpd,cypc,shanghai_pharma,china_meheco,hd_medicine,hikvision,haier,china_ZTE
2021-01-18,3596.22 ,2.2146 ,215.69 ,55.03 ,135.13 ,345.02 ,794.29 ,171.09 ,16.33 ,241.06 ,262.15 ,13.75 ,567.45 ,60.96 ,187.72 ,137.57 ,340.64 ,1257.88 ,1318.88 ,576.59 
2021-01-19,3566.38 ,2.4173 ,214.70 ,56.23 ,136.20 ,348.05 ,835.02 ,181.13 ,16.12 ,230.55 ,261.63 ,13.78 ,564.79 ,61.91 ,187.04 ,136.35 ,343.27 ,1274.92 ,1273.61 ,569.13 
2021-01-20,3583.09 ,2.6477 ,210.74 ,53.04 ,133.79 ,338.97 ,811.94 ,174.32 ,17.71 ,228.22 ,256.54 ,13.75 ,559.46 ,60.96 ,188.31 ,135.03 ,350.55 ,1270.92 ,1254.37 ,569.29 
2021-01-21,3621.26 ,2.7303 ,208.86 ,52.83 ,133.66 ,331.19 ,814.65 ,168.58 ,17.68 ,230.94 ,252.98 ,13.75 ,559.46 ,61.05 ,188.90 ,136.07 ,349.04 ,1329.84 ,1282.66 ,560.56 
2021-01-22,3606.75 ,2.5579 ,207.28 ,50.06 ,131.24 ,320.59 ,791.57 ,159.61 ,17.27 ,229.38 ,248.37 ,13.45 ,551.47 ,60.35 ,191.84 ,137.20 ,368.50 ,1404.33 ,1288.32 ,537.71 
2021-01-25,3624.24 ,2.6110 ,209.95 ,51.28 ,130.30 ,316.27 ,764.42 ,159.61 ,17.73 ,224.32 ,251.98 ,13.28 ,546.14 ,60.32 ,187.62 ,133.99 ,361.34 ,1423.48 ,1332.08 ,566.59 
2021-01-26,3569.43 ,3.1797 ,205.30 ,49.75 ,129.77 ,315.62 ,761.70 ,163.56 ,18.25 ,220.92 ,246.71 ,13.32 ,548.81 ,60.61 ,183.12 ,131.07 ,344.15 ,1369.82 ,1252.48 ,540.09 
2021-01-27,3573.34 ,3.5894 ,205.40 ,50.70 ,130.44 ,310.65 ,753.56 ,159.61 ,18.12 ,227.44 ,245.62 ,13.32 ,546.14 ,61.15 ,183.80 ,131.82 ,337.12 ,1453.57 ,1271.34 ,538.34 
2021-01-28,3505.18 ,4.2148 ,200.16 ,48.85 ,129.50 ,303.73 ,737.26 ,159.25 ,17.63 ,220.92 ,241.34 ,13.15 ,556.80 ,63.83 ,179.00 ,129.00 ,328.21 ,1345.62 ,1207.21 ,516.12 
2021-01-29,3483.07 ,6.5883 ,195.61 ,46.22 ,133.52 ,298.54 ,731.83 ,157.46 ,17.03 ,213.52 ,239.63 ,13.05 ,559.46 ,62.81 ,177.04 ,127.49 ,330.97 ,1325.63 ,1201.55 ,510.89 
2021-02-01,3505.28 ,3.0551 ,196.08 ,47.18 ,139.96 ,298.76 ,734.55 ,157.10 ,17.08 ,210.99 ,239.92 ,13.05 ,551.47 ,62.01 ,177.92 ,128.72 ,338.50 ,1339.52 ,1199.67 ,512.95 
2021-02-02,3533.68 ,2.2992 ,193.38 ,48.50 ,137.01 ,302.65 ,727.76 ,157.82 ,16.90 ,220.43 ,237.54 ,13.02 ,548.81 ,62.27 ,180.17 ,128.90 ,334.74 ,1356.77 ,1254.75 ,503.43 
2021-02-03,3517.31 ,1.9271 ,189.32 ,48.71 ,137.54 ,297.46 ,711.47 ,157.82 ,17.27 ,215.56 ,236.02 ,13.12 ,548.81 ,62.17 ,178.41 ,124.66 ,326.95 ,1260.40 ,1237.39 ,506.92 
2021-02-04,3501.86 ,2.1088 ,196.94 ,49.67 ,137.81 ,289.25 ,699.25 ,159.25 ,17.27 ,210.80 ,232.79 ,13.19 ,543.48 ,62.30 ,174.29 ,122.78 ,316.16 ,1278.92 ,1236.26 ,499.78 
2021-02-05,3496.33 ,1.8911 ,197.19 ,51.72 ,143.71 ,297.25 ,712.82 ,160.33 ,17.32 ,209.92 ,238.44 ,13.09 ,540.81 ,62.01 ,174.39 ,122.68 ,313.78 ,1254.93 ,1270.59 ,490.25 
2021-02-07,,1.5358 ,,,,,,,,,,,,,,,,,,
2021-02-08,3532.45 ,1.9377 ,194.35 ,51.80 ,143.71 ,301.57 ,704.68 ,158.89 ,17.76 ,211.38 ,243.34 ,13.19 ,546.14 ,62.23 ,177.63 ,123.44 ,317.04 ,1259.98 ,1307.56 ,490.73 
2021-02-09,3603.49 ,1.7912 ,193.26 ,51.27 ,143.17 ,300.06 ,712.82 ,159.25 ,17.99 ,207.00 ,242.86 ,13.58 ,548.81 ,61.53 ,181.25 ,125.61 ,348.79 ,1315.11 ,1297.00 ,503.11 
2021-02-10,3655.09 ,1.8607 ,196.03 ,52.16 ,143.31 ,298.98 ,712.82 ,159.61 ,17.68 ,213.42 ,246.52 ,13.78 ,548.81 ,62.84 ,181.55 ,126.17 ,375.40 ,1388.76 ,1316.61 ,511.20 
2021-02-18,3675.36 ,2.3539 ,203.77 ,54.80 ,145.18 ,310.43 ,731.83 ,160.33 ,18.56 ,214.01 ,246.81 ,14.80 ,554.13 ,62.65 ,182.14 ,127.02 ,412.93 ,1290.07 ,1264.55 ,515.17 
2021-02-19,3696.17 ,1.8237 ,208.27 ,56.37 ,147.06 ,311.51 ,746.77 ,170.37 ,18.90 ,217.02 ,259.68 ,14.44 ,562.13 ,63.77 ,184.10 ,129.09 ,416.57 ,1297.86 ,1229.85 ,522.95 
2021-02-20,,1.4419 ,,,,,,,,,,,,,,,,,,
2021-02-22,3642.44 ,1.5585 ,205.30 ,56.79 ,143.58 ,317.78 ,761.70 ,172.52 ,20.77 ,217.02 ,258.49 ,15.37 ,570.12 ,62.43 ,184.19 ,129.66 ,426.74 ,1233.89 ,1113.65 ,518.98 
2021-02-23,3636.36 ,1.9909 ,208.57 ,59.61 ,144.51 ,316.70 ,738.62 ,166.78 ,20.62 ,212.84 ,249.42 ,15.53 ,570.12 ,62.97 ,184.10 ,130.32 ,469.41 ,1228.00 ,1149.87 ,513.42 
2021-02-24,3564.08 ,1.5522 ,207.23 ,57.29 ,142.10 ,320.38 ,742.69 ,165.35 ,19.58 ,207.39 ,252.70 ,15.07 ,564.79 ,62.59 ,184.19 ,129.66 ,429.87 ,1179.60 ,1131.76 ,509.14 
2021-02-25,3585.05 ,1.7467 ,215.54 ,61.29 ,144.78 ,347.40 ,814.65 ,181.85 ,20.12 ,210.70 ,259.16 ,15.40 ,570.12 ,63.19 ,187.43 ,129.66 ,414.18 ,1198.96 ,1135.53 ,507.55 
2021-02-26,3509.08 ,2.2122 ,210.70 ,58.88 ,141.30 ,335.94 ,764.42 ,169.65 ,19.53 ,206.81 ,253.41 ,14.90 ,556.80 ,63.03 ,200.66 ,130.88 ,399.63 ,1169.08 ,1091.02 ,504.06 
2021-03-01,3551.40 ,2.1820 ,209.85 ,58.04 ,141.83 ,347.62 ,772.56 ,170.01 ,20.88 ,206.51 ,252.46 ,15.10 ,562.13 ,62.78 ,197.04 ,130.79 ,439.54 ,1225.26 ,1117.80 ,508.98 
2021-03-02,3508.59 ,1.8036 ,205.87 ,58.63 ,140.36 ,346.32 ,767.13 ,165.71 ,20.75 ,203.30 ,253.88 ,14.47 ,567.45 ,63.03 ,191.64 ,128.43 ,464.39 ,1250.09 ,1114.78 ,510.25 
2021-03-03,3576.90 ,1.5320 ,214.58 ,60.37 ,146.39 ,347.62 ,768.49 ,166.78 ,22.69 ,206.03 ,257.87 ,14.74 ,572.78 ,63.93 ,192.82 ,129.85 ,457.86 ,1255.77 ,1110.63 ,513.11 
2021-03-04,3503.49 ,1.9486 ,213.47 ,60.13 ,145.85 ,337.67 ,763.06 ,164.99 ,22.33 ,201.65 ,253.12 ,14.71 ,578.11 ,64.69 ,194.19 ,130.32 ,478.45 ,1219.37 ,1067.25 ,502.00 
2021-03-05,3501.99 ,1.6114 ,209.01 ,57.40 ,145.59 ,331.40 ,763.06 ,162.84 ,20.59 ,202.82 ,243.29 ,14.87 ,575.45 ,64.47 ,191.64 ,131.26 ,462.76 ,1224.63 ,1061.59 ,503.27 
2021-03-08,3421.41 ,1.7479 ,210.13 ,57.20 ,144.11 ,328.16 ,754.91 ,160.69 ,20.85 ,199.02 ,242.77 ,15.07 ,578.11 ,64.47 ,188.21 ,130.79 ,451.84 ,1180.44 ,1056.31 ,501.36 
2021-03-09,3359.29 ,2.0304 ,207.90 ,56.17 ,143.84 ,325.57 ,746.77 ,159.61 ,22.04 ,199.12 ,240.01 ,14.94 ,570.12 ,64.63 ,188.02 ,129.00 ,414.18 ,1125.32 ,1061.59 ,489.94 
2021-03-10,3357.74 ,1.7825 ,206.00 ,55.16 ,143.71 ,322.11 ,734.55 ,157.46 ,21.55 ,194.45 ,242.34 ,14.61 ,570.12 ,63.51 ,183.80 ,127.49 ,423.47 ,1143.41 ,1092.90 ,488.19 
2021-03-11,3436.83 ,1.8349 ,213.61 ,56.09 ,146.12 ,324.27 ,744.05 ,159.25 ,23.03 ,195.32 ,252.65 ,14.80 ,578.11 ,64.47 ,185.27 ,128.24 ,463.26 ,1191.39 ,1107.99 ,498.35 
2021-03-12,3453.08 ,1.8247 ,211.61 ,55.52 ,146.12 ,328.16 ,764.42 ,160.69 ,23.55 ,197.95 ,258.54 ,14.80 ,596.76 ,68.04 ,186.35 ,128.43 ,471.92 ,1174.13 ,1131.38 ,491.05 
2021-03-15,3419.95 ,2.2884 ,210.52 ,55.29 ,149.07 ,323.84 ,764.42 ,163.20 ,23.71 ,195.42 ,255.83 ,15.23 ,591.43 ,66.83 ,186.84 ,129.00 ,466.02 ,1136.05 ,1092.90 ,447.88 
2021-03-16,3446.73 ,2.1652 ,211.24 ,57.45 ,148.94 ,336.81 ,778.00 ,167.50 ,23.24 ,197.66 ,256.54 ,15.04 ,594.09 ,66.73 ,189.59 ,130.60 ,463.26 ,1121.53 ,1112.52 ,453.12 
2021-03-17,3445.55 ,2.0240 ,204.17 ,55.40 ,146.39 ,331.19 ,771.21 ,167.86 ,22.54 ,199.70 ,252.13 ,14.74 ,580.77 ,65.17 ,190.08 ,130.03 ,483.47 ,1125.74 ,1146.85 ,484.54 
2021-03-18,3463.07 ,2.2497 ,201.39 ,53.87 ,147.87 ,329.67 ,768.49 ,168.94 ,23.16 ,198.73 ,251.56 ,14.67 ,583.44 ,65.20 ,190.08 ,130.03 ,531.79 ,1145.94 ,1153.26 ,483.27 
2021-03-19,3404.66 ,2.1584 ,196.99 ,51.36 ,142.77 ,316.92 ,760.34 ,166.43 ,23.42 ,195.03 ,244.95 ,14.08 ,599.42 ,65.33 ,190.08 ,130.22 ,524.13 ,1125.74 ,1119.31 ,468.67 
2021-03-22,3443.44 ,2.0869 ,197.44 ,50.55 ,144.11 ,317.35 ,768.49 ,165.71 ,23.26 ,199.60 ,246.95 ,14.18 ,631.39 ,67.69 ,192.23 ,131.17 ,528.02 ,1115.64 ,1130.63 ,470.73 
2021-03-23,3411.51 ,2.0042 ,198.01 ,50.90 ,144.51 ,313.68 ,763.06 ,164.63 ,22.17 ,198.05 ,245.52 ,14.08 ,604.75 ,66.93 ,190.47 ,131.26 ,475.18 ,1100.49 ,1116.67 ,471.53 
2021-03-24,3367.06 ,1.8818 ,195.43 ,49.51 ,143.17 ,309.57 ,752.20 ,163.20 ,20.85 ,196.39 ,241.01 ,13.95 ,610.08 ,66.32 ,187.13 ,131.35 ,479.45 ,1077.97 ,1101.58 ,461.05 
2021-03-25,3363.59 ,2.0572 ,195.90 ,49.96 ,142.50 ,310.00 ,746.77 ,161.40 ,20.56 ,194.15 ,241.82 ,13.98 ,591.43 ,67.21 ,188.11 ,129.94 ,443.30 ,1060.30 ,1090.26 ,458.35 
2021-03-26,3418.33 ,1.8057 ,197.91 ,51.31 ,142.37 ,310.22 ,750.84 ,160.69 ,21.14 ,195.61 ,243.86 ,14.01 ,602.09 ,66.48 ,190.08 ,130.51 ,447.44 ,1123.63 ,1119.69 ,467.88 
2021-03-29,3435.30 ,1.8394 ,195.73 ,51.54 ,140.49 ,310.43 ,752.20 ,158.89 ,21.32 ,193.47 ,245.52 ,14.18 ,604.75 ,67.85 ,186.94 ,130.88 ,465.02 ,1126.79 ,1142.70 ,464.22 
2021-03-30,3456.68 ,1.8808 ,196.32 ,51.11 ,147.60 ,311.08 ,749.48 ,156.74 ,21.27 ,192.60 ,245.14 ,14.28 ,602.09 ,68.43 ,189.09 ,129.85 ,462.63 ,1162.98 ,1131.38 ,465.34 
2021-03-31,3441.91 ,2.3929 ,194.67 ,50.42 ,147.33 ,307.62 ,758.99 ,155.67 ,20.98 ,191.43 ,243.34 ,14.31 ,610.08 ,68.43 ,192.23 ,130.22 ,462.88 ,1176.24 ,1176.28 ,465.34 
2021-04-01,3466.33 ,2.1960 ,195.90 ,51.10 ,145.99 ,305.89 ,765.78 ,156.74 ,21.89 ,192.69 ,244.29 ,14.21 ,620.74 ,69.03 ,194.39 ,130.79 ,486.98 ,1184.86 ,1220.79 ,466.45 
2021-04-02,3484.39 ,1.7512 ,195.11 ,50.70 ,144.25 ,306.97 ,765.78 ,154.59 ,21.24 ,193.67 ,243.86 ,14.28 ,623.40 ,67.40 ,194.98 ,130.32 ,486.98 ,1188.86 ,1212.12 ,469.78 
2021-04-06,3482.97 ,1.8081 ,195.48 ,50.00 ,143.44 ,306.97 ,757.63 ,155.67 ,21.37 ,195.32 ,242.77 ,14.18 ,610.08 ,66.86 ,198.11 ,130.60 ,484.97 ,1185.71 ,1201.55 ,466.61 
2021-04-07,3479.63 ,1.8531 ,194.05 ,47.59 ,142.77 ,308.49 ,767.13 ,157.10 ,22.07 ,195.71 ,245.28 ,14.41 ,626.06 ,67.44 ,196.94 ,130.32 ,468.91 ,1174.34 ,1214.76 ,462.00 
2021-04-08,3482.55 ,1.7882 ,194.49 ,48.41 ,142.91 ,305.89 ,754.91 ,154.59 ,22.36 ,197.85 ,243.15 ,14.41 ,607.42 ,66.57 ,196.15 ,128.62 ,472.17 ,1210.11 ,1221.17 ,458.19 
2021-04-09,3450.68 ,1.8128 ,190.86 ,47.38 ,141.97 ,302.44 ,754.91 ,153.51 ,22.49 ,194.93 ,240.68 ,14.51 ,607.42 ,66.54 ,195.76 ,127.77 ,447.95 ,1168.03 ,1207.97 ,449.31 
2021-04-12,3412.95 ,1.8184 ,190.86 ,46.43 ,143.84 ,308.70 ,756.27 ,153.51 ,21.81 ,194.93 ,238.59 ,14.51 ,612.74 ,67.63 ,195.56 ,128.15 ,446.57 ,1129.10 ,1196.27 ,444.70 
2021-04-13,3396.47 ,1.8163 ,189.37 ,46.07 ,144.25 ,309.79 ,745.41 ,152.80 ,21.32 ,193.08 ,237.59 ,14.31 ,607.42 ,67.09 ,191.84 ,128.90 ,439.29 ,1136.26 ,1180.05 ,444.39 
2021-04-14,3416.72 ,1.8395 ,190.83 ,46.30 ,141.97 ,310.00 ,746.77 ,153.16 ,21.45 ,194.15 ,239.16 ,14.38 ,599.42 ,66.26 ,190.96 ,122.40 ,483.22 ,1150.35 ,1199.67 ,445.66 
2021-04-15,3398.99 ,1.8460 ,187.52 ,45.38 ,139.82 ,309.79 ,745.41 ,153.51 ,21.39 ,192.50 ,237.30 ,14.44 ,596.76 ,64.85 ,192.23 ,121.55 ,501.41 ,1185.92 ,1187.97 ,439.94 
2021-04-16,3426.62 ,1.9666 ,187.25 ,46.29 ,141.30 ,313.24 ,757.63 ,156.74 ,21.47 ,199.31 ,239.39 ,14.71 ,599.42 ,65.33 ,194.09 ,123.06 ,523.38 ,1200.01 ,1187.22 ,450.10 
2021-04-19,3477.55 ,2.1117 ,188.43 ,46.31 ,141.83 ,314.97 ,761.70 ,156.38 ,21.37 ,207.78 ,241.25 ,14.61 ,607.42 ,65.46 ,198.80 ,123.25 ,515.09 ,1287.97 ,1206.83 ,458.99 
2021-04-20,3472.94 ,1.8730 ,187.99 ,45.61 ,140.76 ,305.25 ,769.85 ,156.02 ,21.86 ,200.09 ,239.92 ,14.54 ,602.09 ,65.78 ,199.00 ,122.97 ,519.36 ,1313.01 ,1230.98 ,453.59 
2021-04-21,3472.93 ,1.9048 ,187.05 ,45.05 ,141.83 ,306.11 ,760.34 ,153.51 ,20.95 ,195.42 ,238.49 ,14.14 ,594.09 ,65.74 ,198.11 ,123.34 ,561.03 ,1304.59 ,1241.16 ,449.15 
2021-04-22,3465.11 ,2.1552 ,187.40 ,45.03 ,139.82 ,307.19 ,758.99 ,153.16 ,21.52 ,195.61 ,238.11 ,14.08 ,594.09 ,65.11 ,200.17 ,123.34 ,569.32 ,1323.11 ,1221.92 ,468.67 
2021-04-23,3474.17 ,1.9596 ,187.12 ,44.76 ,139.82 ,305.25 ,761.70 ,152.80 ,22.43 ,194.06 ,237.78 ,13.98 ,586.10 ,65.04 ,199.98 ,122.68 ,563.54 ,1330.47 ,1224.94 ,463.27 
2021-04-25,,2.0192 ,,,,,,,,,,,,,,,,,,
2021-04-26,3441.17 ,2.0873 ,183.67 ,43.46 ,138.08 ,302.65 ,767.13 ,152.80 ,22.49 ,192.99 ,235.50 ,13.91 ,599.42 ,64.34 ,197.82 ,124.19 ,573.46 ,1346.67 ,1224.94 ,462.48 
2021-04-27,3442.61 ,1.8315 ,184.63 ,44.37 ,137.68 ,305.25 ,750.84 ,152.08 ,22.17 ,190.65 ,232.22 ,13.88 ,604.75 ,64.21 ,201.45 ,125.42 ,589.90 ,1315.53 ,1226.07 ,462.32 
2021-04-28,3457.07 ,1.8116 ,183.47 ,44.69 ,137.41 ,305.46 ,768.49 ,150.64 ,22.85 ,189.09 ,234.98 ,14.01 ,604.75 ,64.21 ,202.82 ,120.61 ,579.86 ,1344.15 ,1248.71 ,469.14 
2021-04-29,3474.90 ,1.8532 ,186.02 ,45.01 ,141.30 ,306.54 ,776.64 ,152.08 ,22.56 ,192.21 ,236.31 ,14.14 ,604.75 ,64.24 ,213.70 ,120.05 ,600.57 ,1338.26 ,1244.18 ,463.27 
2021-04-30,3446.86 ,2.3130 ,182.69 ,43.82 ,134.73 ,302.65 ,769.85 ,150.29 ,22.41 ,195.22 ,232.93 ,14.14 ,604.75 ,63.73 ,219.39 ,120.80 ,660.69 ,1321.00 ,1249.84 ,459.46 
2021-05-06,3441.28 ,2.1005 ,177.72 ,43.93 ,135.40 ,301.79 ,795.65 ,149.93 ,23.39 ,197.27 ,234.60 ,14.44 ,615.41 ,63.48 ,211.45 ,119.95 ,594.67 ,1302.49 ,1243.05 ,452.64 
2021-05-07,3418.87 ,1.7568 ,176.64 ,43.00 ,134.46 ,300.71 ,802.43 ,152.08 ,23.45 ,194.06 ,238.68 ,14.54 ,620.74 ,63.06 ,209.09 ,118.54 ,546.97 ,1248.20 ,1169.49 ,446.61 
2021-05-08,,1.4749 ,,,,,,,,,,,,,,,,,,
2021-05-10,3427.99 ,1.6997 ,176.46 ,43.57 ,133.39 ,297.03 ,780.71 ,151.72 ,23.86 ,197.37 ,238.06 ,14.87 ,631.39 ,62.78 ,212.62 ,121.74 ,557.14 ,1275.13 ,1161.56 ,449.62 
2021-05-11,3441.85 ,1.9589 ,177.09 ,43.25 ,134.73 ,298.33 ,803.79 ,152.08 ,22.80 ,195.61 ,234.83 ,14.71 ,636.72 ,63.48 ,213.11 ,120.42 ,569.94 ,1274.08 ,1143.08 ,451.37 
2021-05-12,3462.75 ,1.9772 ,176.21 ,43.20 ,135.67 ,291.41 ,809.22 ,151.36 ,22.82 ,200.87 ,234.22 ,14.87 ,639.38 ,63.10 ,202.13 ,120.33 ,595.05 ,1294.07 ,1122.71 ,453.59 
2021-05-13,3429.54 ,1.9856 ,174.22 ,42.85 ,135.26 ,290.55 ,797.00 ,152.08 ,21.29 ,195.91 ,232.79 ,14.64 ,634.06 ,63.06 ,206.25 ,122.68 ,606.22 ,1264.40 ,1075.17 ,447.24 
2021-05-14,3490.38 ,1.8377 ,179.36 ,45.19 ,136.60 ,294.65 ,809.22 ,153.51 ,21.11 ,198.24 ,236.73 ,14.51 ,636.72 ,62.71 ,206.54 ,122.97 ,599.56 ,1277.03 ,1086.49 ,461.53 
2021-05-17,3517.62 ,2.1846 ,177.32 ,45.05 ,136.87 ,295.52 ,801.08 ,155.31 ,21.01 ,200.29 ,239.06 ,14.61 ,636.72 ,63.06 ,215.07 ,123.25 ,637.34 ,1316.16 ,1110.26 ,462.64 
2021-05-18,3529.01 ,2.1304 ,178.66 ,45.57 ,137.01 ,296.81 ,795.65 ,155.67 ,21.19 ,198.53 ,237.02 ,14.97 ,642.05 ,63.16 ,216.54 ,122.78 ,634.33 ,1313.01 ,1126.10 ,467.56 
2021-05-19,3510.96 ,2.0580 ,176.31 ,44.98 ,135.67 ,291.63 ,784.78 ,153.87 ,20.51 ,201.16 ,235.21 ,14.64 ,636.72 ,62.59 ,226.74 ,121.84 ,638.60 ,1298.28 ,1094.04 ,462.16 
2021-05-20,3506.94 ,2.1056 ,178.20 ,45.90 ,136.20 ,291.63 ,790.22 ,153.16 ,20.15 ,198.92 ,234.60 ,14.34 ,639.38 ,62.01 ,220.07 ,121.46 ,617.26 ,1320.79 ,1120.82 ,461.69 
2021-05-21,3486.56 ,2.0007 ,176.52 ,44.81 ,135.26 ,286.65 ,776.64 ,152.08 ,20.46 ,196.49 ,233.36 ,14.41 ,647.38 ,62.55 ,217.62 ,120.71 ,617.01 ,1346.67 ,1135.91 ,455.65 
2021-05-24,3497.28 ,2.2085 ,176.24 ,44.94 ,135.26 ,282.76 ,778.00 ,152.44 ,20.07 ,194.45 ,232.84 ,14.51 ,655.37 ,61.85 ,215.76 ,120.89 ,620.15 ,1367.72 ,1134.78 ,467.08 
2021-05-25,3581.34 ,2.2078 ,182.59 ,47.23 ,138.35 ,291.19 ,791.57 ,153.51 ,20.10 ,196.88 ,235.97 ,14.64 ,658.03 ,63.22 ,217.42 ,121.84 ,651.40 ,1374.24 ,1134.40 ,474.70 
2021-05-26,3593.36 ,2.0261 ,182.39 ,47.23 ,138.75 ,296.60 ,795.65 ,153.87 ,20.15 ,197.76 ,236.02 ,14.77 ,663.36 ,61.98 ,224.48 ,122.97 ,638.97 ,1371.50 ,1175.90 ,472.32 
2021-05-27,3608.85 ,2.1524 ,183.70 ,46.79 ,137.95 ,297.46 ,795.65 ,154.23 ,20.43 ,197.56 ,235.31 ,14.77 ,660.70 ,62.04 ,223.11 ,123.16 ,638.85 ,1354.25 ,1176.28 ,484.70 
2021-05-28,3600.78 ,2.2092 ,183.87 ,46.70 ,138.75 ,293.57 ,784.78 ,153.16 ,20.41 ,198.34 ,233.03 ,14.77 ,655.37 ,62.78 ,224.19 ,122.12 ,640.73 ,1363.62 ,1157.41 ,497.87 
2021-05-31,3615.48 ,2.5069 ,180.93 ,45.83 ,137.68 ,292.27 ,790.22 ,152.08 ,20.46 ,197.37 ,232.93 ,14.61 ,644.71 ,63.38 ,227.82 ,122.21 ,662.95 ,1375.98 ,1138.17 ,498.98 
2021-06-01,3624.71 ,2.2266 ,179.24 ,44.36 ,136.60 ,288.82 ,790.22 ,151.36 ,20.64 ,197.95 ,231.60 ,14.77 ,647.38 ,63.61 ,221.64 ,122.12 ,630.19 ,1352.55 ,1129.87 ,500.89 
2021-06-02,3597.14 ,2.0444 ,178.58 ,44.66 ,137.01 ,290.98 ,788.86 ,153.87 ,20.20 ,198.53 ,229.70 ,14.84 ,660.70 ,63.26 ,219.68 ,121.84 ,603.58 ,1312.91 ,1143.08 ,487.87 
2021-06-03,3584.21 ,1.8841 ,178.10 ,44.36 ,137.14 ,289.46 ,806.51 ,154.95 ,20.36 ,196.88 ,229.99 ,14.94 ,663.36 ,63.51 ,219.48 ,121.55 ,592.91 ,1286.92 ,1117.05 ,520.25 
2021-06-04,3591.84 ,2.2188 ,178.53 ,45.15 ,137.14 ,290.11 ,813.30 ,152.08 ,20.51 ,195.91 ,229.37 ,14.84 ,663.36 ,63.41 ,219.19 ,121.37 ,592.03 ,1302.26 ,1114.41 ,523.74 
2021-06-07,3599.54 ,2.3681 ,177.09 ,45.26 ,137.14 ,283.20 ,797.00 ,151.00 ,20.07 ,195.22 ,230.65 ,14.97 ,668.69 ,63.00 ,221.84 ,120.80 ,585.76 ,1286.71 ,1098.56 ,533.90 
2021-06-08,3580.11 ,2.2252 ,177.42 ,45.70 ,138.21 ,283.20 ,799.72 ,151.36 ,20.46 ,195.81 ,232.46 ,14.87 ,666.03 ,63.26 ,214.68 ,120.80 ,577.35 ,1271.15 ,1084.23 ,527.23 
2021-06-09,3591.40 ,2.1940 ,177.15 ,45.66 ,136.87 ,284.28 ,798.36 ,150.64 ,20.62 ,194.84 ,231.84 ,15.20 ,655.37 ,64.85 ,214.19 ,120.71 ,575.46 ,1278.19 ,1076.30 ,522.79 
2021-06-10,3610.86 ,1.9117 ,176.41 ,44.24 ,137.14 ,282.11 ,794.29 ,148.85 ,20.62 ,194.15 ,230.08 ,15.14 ,652.71 ,64.85 ,212.52 ,120.80 ,580.25 ,1312.91 ,1065.74 ,525.49 
